age,job,marital,education,housing
54,retired,married,secondary,no
42,technician,married,secondary,no
45,admin.,married,secondary,yes
47,entrepreneur,married,secondary,no
31,management,single,tertiary,no
35,technician,single,tertiary,yes
56,retired,divorced,secondary,no
36,technician,married,secondary,no
54,self-employed,married,secondary,no
48,technician,married,secondary,no
53,admin.,married,primary,no
58,management,married,tertiary,no
54,blue-collar,married,unknown,no
33,technician,married,secondary,no
55,technician,divorced,secondary,no
44,unknown,married,secondary,no
49,services,married,secondary,no
43,technician,divorced,secondary,no
43,technician,married,tertiary,no
46,admin.,married,secondary,no
60,self-employed,married,secondary,no
42,management,single,secondary,no
37,self-employed,single,tertiary,no
40,technician,divorced,secondary,yes
60,management,divorced,secondary,no
46,management,married,tertiary,no
59,admin.,married,secondary,no
49,technician,married,secondary,no
32,management,married,tertiary,no
57,retired,married,secondary,no
54,blue-collar,married,secondary,yes
41,technician,married,tertiary,no
30,management,married,tertiary,no
48,technician,married,secondary,no
42,technician,married,secondary,no
50,technician,married,tertiary,no
55,management,married,secondary,no
60,blue-collar,married,secondary,yes
57,management,married,tertiary,no
59,retired,married,secondary,no
50,management,married,tertiary,yes
39,management,married,tertiary,no
41,management,married,tertiary,no
53,blue-collar,married,secondary,no
53,blue-collar,married,primary,no
58,retired,married,secondary,no
58,retired,married,secondary,no
59,retired,married,primary,yes
56,blue-collar,married,secondary,no
45,management,single,tertiary,no
50,technician,married,secondary,no
43,housemaid,married,primary,no
48,services,married,secondary,yes
56,technician,married,secondary,yes
37,technician,single,secondary,no
42,technician,divorced,secondary,no
59,blue-collar,married,primary,no
49,technician,married,secondary,yes
48,blue-collar,married,primary,no
55,services,married,secondary,no
40,technician,single,tertiary,no
51,technician,married,secondary,yes
59,housemaid,married,primary,no
58,retired,married,unknown,no
46,technician,divorced,secondary,no
52,admin.,married,primary,no
45,technician,divorced,secondary,no
42,management,married,tertiary,no
52,technician,married,tertiary,no
33,management,married,tertiary,no
52,unknown,married,unknown,no
46,management,divorced,tertiary,yes
52,technician,married,unknown,no
43,management,divorced,tertiary,no
59,management,single,tertiary,no
57,retired,divorced,tertiary,no
42,technician,married,secondary,yes
57,retired,married,secondary,no
59,technician,divorced,secondary,no
46,admin.,married,secondary,no
53,admin.,married,tertiary,no
59,blue-collar,divorced,primary,no
51,management,married,tertiary,yes
48,blue-collar,married,primary,no
43,management,single,tertiary,yes
58,management,divorced,tertiary,no
34,management,married,tertiary,no
58,unknown,married,unknown,no
55,technician,married,secondary,no
30,management,single,tertiary,yes
47,unknown,married,unknown,no
59,retired,married,primary,yes
31,technician,single,secondary,no
53,admin.,married,secondary,no
59,unknown,married,unknown,no
32,management,married,tertiary,no
33,technician,single,tertiary,no
44,technician,married,secondary,yes
32,management,married,tertiary,no
47,management,married,tertiary,yes
40,management,married,secondary,yes
43,technician,married,secondary,no
32,technician,single,secondary,no
34,blue-collar,single,tertiary,no
59,retired,married,primary,no
41,management,married,tertiary,no
38,management,single,tertiary,no
56,retired,married,secondary,no
57,housemaid,married,primary,no
49,management,married,tertiary,no
55,blue-collar,married,secondary,no
36,management,married,tertiary,no
30,management,single,tertiary,no
54,management,married,tertiary,no
50,management,single,tertiary,yes
55,blue-collar,married,primary,no
34,technician,married,secondary,no
35,management,married,tertiary,yes
45,management,married,tertiary,no
51,admin.,married,secondary,no
45,blue-collar,married,primary,no
47,admin.,married,secondary,yes
60,management,married,tertiary,no
45,management,divorced,tertiary,no
50,admin.,married,secondary,no
51,admin.,married,secondary,no
53,management,divorced,secondary,yes
55,retired,married,primary,no
58,retired,married,secondary,no
60,admin.,married,secondary,no
41,technician,single,secondary,no
32,management,single,tertiary,no
32,technician,single,tertiary,no
43,technician,married,tertiary,no
43,services,married,secondary,no
53,technician,married,secondary,no
50,admin.,married,secondary,no
49,technician,single,secondary,no
48,services,married,secondary,no
33,management,divorced,tertiary,no
32,technician,married,secondary,no
48,management,married,tertiary,no
55,blue-collar,married,primary,no
38,admin.,married,tertiary,no
42,technician,married,tertiary,no
47,housemaid,married,primary,no
44,management,married,tertiary,no
51,blue-collar,married,secondary,no
46,services,married,primary,no
60,retired,married,secondary,no
46,admin.,married,secondary,no
58,management,married,tertiary,no
59,housemaid,married,secondary,no
52,services,married,secondary,no
52,management,divorced,tertiary,no
43,self-employed,single,tertiary,no
52,management,married,tertiary,no
50,blue-collar,married,primary,no
37,technician,married,secondary,no
38,technician,married,tertiary,no
59,retired,married,secondary,yes
43,technician,divorced,secondary,yes
44,management,married,tertiary,no
49,admin.,married,secondary,no
32,entrepreneur,married,tertiary,no
57,admin.,married,primary,no
47,admin.,married,secondary,no
31,management,single,tertiary,yes
44,management,single,secondary,no
42,technician,married,tertiary,no
30,technician,married,secondary,no
44,technician,married,secondary,no
56,retired,married,secondary,yes
51,blue-collar,married,secondary,no
32,self-employed,married,secondary,no
37,technician,married,secondary,no
47,blue-collar,married,primary,no
60,retired,married,tertiary,no
45,services,married,primary,no
53,blue-collar,married,unknown,no
55,technician,married,tertiary,no
45,services,married,secondary,no
49,technician,married,tertiary,no
60,management,married,tertiary,no
49,admin.,married,secondary,no
39,management,married,tertiary,no
54,technician,single,secondary,no
34,technician,married,tertiary,no
39,management,married,tertiary,no
54,management,married,tertiary,no
53,management,married,tertiary,no
49,technician,married,secondary,no
51,services,married,secondary,no
58,technician,married,tertiary,no
56,technician,divorced,secondary,yes
38,management,married,tertiary,no
48,technician,married,secondary,no
30,management,single,tertiary,yes
35,technician,married,tertiary,no
48,management,married,tertiary,no
35,management,divorced,tertiary,no
33,technician,divorced,secondary,no
58,technician,divorced,secondary,no
46,technician,married,secondary,no
49,services,married,primary,no
50,services,married,secondary,yes
33,technician,married,tertiary,no
51,management,divorced,tertiary,no
31,management,single,tertiary,no
57,retired,married,primary,no
50,services,married,unknown,no
34,technician,married,tertiary,no
53,admin.,married,secondary,no
30,management,single,tertiary,no
31,self-employed,single,tertiary,no
42,management,married,tertiary,no
52,management,married,tertiary,no
57,retired,married,secondary,no
31,technician,married,secondary,no
56,retired,married,secondary,no
51,admin.,married,secondary,no
36,management,single,tertiary,yes
44,management,married,tertiary,yes
56,management,married,tertiary,no
44,technician,married,secondary,no
33,self-employed,married,primary,no
57,retired,divorced,tertiary,no
42,technician,married,secondary,yes
55,services,married,secondary,yes
50,technician,single,secondary,no
61,retired,married,secondary,no
50,management,divorced,tertiary,yes
42,management,married,tertiary,no
33,unknown,married,secondary,no
45,blue-collar,married,unknown,no
58,services,married,secondary,no
38,technician,single,tertiary,no
45,admin.,married,secondary,no
32,technician,single,tertiary,no
39,technician,married,secondary,no
46,admin.,married,secondary,no
56,retired,married,secondary,no
51,self-employed,married,secondary,no
48,technician,married,secondary,no
39,management,married,tertiary,no
50,management,married,tertiary,no
46,admin.,married,secondary,no
57,services,married,primary,no
43,self-employed,married,secondary,yes
53,management,divorced,tertiary,no
43,management,married,tertiary,no
48,technician,married,secondary,no
49,management,divorced,tertiary,no
41,technician,married,secondary,no
51,blue-collar,married,secondary,yes
30,self-employed,single,tertiary,no
34,management,single,tertiary,no
59,retired,married,secondary,no
38,management,married,tertiary,no
32,technician,married,secondary,no
46,blue-collar,married,secondary,yes
54,housemaid,married,unknown,no
48,management,married,tertiary,no
54,management,divorced,tertiary,no
30,blue-collar,single,secondary,no
36,management,married,tertiary,no
43,management,single,tertiary,no
33,housemaid,married,primary,no
34,services,married,secondary,no
42,management,married,tertiary,yes
33,management,single,secondary,no
40,management,married,tertiary,no
49,blue-collar,married,secondary,yes
51,services,married,secondary,no
35,management,divorced,tertiary,no
44,management,married,tertiary,no
36,management,divorced,tertiary,no
50,blue-collar,married,secondary,yes
60,retired,married,secondary,no
50,management,divorced,secondary,no
31,technician,married,tertiary,no
56,services,married,secondary,no
41,technician,married,tertiary,no
39,housemaid,married,tertiary,no
49,blue-collar,married,secondary,no
34,management,married,tertiary,no
41,management,married,tertiary,no
45,management,divorced,tertiary,no
46,management,married,tertiary,no
35,technician,married,tertiary,no
37,technician,divorced,secondary,no
37,housemaid,married,secondary,no
37,management,married,tertiary,no
45,management,single,secondary,no
43,self-employed,married,primary,no
44,self-employed,married,secondary,no
45,blue-collar,married,primary,no
50,technician,married,secondary,no
59,housemaid,married,primary,no
52,blue-collar,married,primary,yes
47,unknown,married,unknown,no
39,management,divorced,tertiary,yes
47,technician,married,secondary,no
42,management,married,tertiary,no
57,technician,married,secondary,no
55,retired,married,primary,no
30,management,single,tertiary,no
42,technician,married,tertiary,yes
36,technician,married,secondary,no
48,management,divorced,tertiary,no
34,blue-collar,married,secondary,no
56,housemaid,single,primary,no
52,technician,married,secondary,no
35,management,married,secondary,no
54,blue-collar,married,secondary,yes
45,blue-collar,married,secondary,no
40,management,single,tertiary,no
44,technician,married,secondary,no
52,technician,married,secondary,no
55,blue-collar,married,unknown,no
58,technician,married,secondary,no
47,management,married,secondary,no
